Frame,nose,left eye(inner),left eye,left eye(outer),right eye(inner),right eye,right eye(outer),left ear,right ear,mouth(left),mouth(right),left shoulder,right shoulder,left elbow,right elbow,left wrist,right wrist,left pinky,right pinky,left index,right index,left thumb,right thumb,left hip,right hip,left knee,right knee,left ankle,right ankle,left heel,right heel,left foot index,right foot index
12.0,"[0.542287290096283, 0.41819384694099426, -0.026811543852090836]","[0.5391502380371094, 0.4061116874217987, -0.027701977640390396]","[0.5372918844223022, 0.40563374757766724, -0.0277121402323246]","[0.5346300601959229, 0.40502721071243286, -0.02768545411527157]","[0.5414329767227173, 0.40708863735198975, -0.04049237072467804]","[0.5413984060287476, 0.4066108763217926, -0.04053230583667755]","[0.5413777828216553, 0.4064067602157593, -0.04054432362318039]","[0.5277217030525208, 0.40738093852996826, -0.014793550595641136]","[0.5363224744796753, 0.4093191921710968, -0.07173120230436325]","[0.5392090082168579, 0.4282863736152649, -0.016619617119431496]","[0.5408146381378174, 0.4280935823917389, -0.033770762383937836]","[0.49586376547813416, 0.46625417470932007, 0.057608116418123245]","[0.559818685054779, 0.4670681953430176, -0.11216139793395996]","[0.4986378252506256, 0.5364312529563904, 0.17655318975448608]","[0.5808312296867371, 0.5383623242378235, -0.04489397257566452]","[0.5221139192581177, 0.4883114993572235, 0.28657764196395874]","[0.5761503577232361, 0.47747543454170227, 0.10495386272668839]","[0.5251517295837402, 0.47644999623298645, 0.30999556183815]","[0.5773478746414185, 0.474899560213089, 0.11887569725513458]","[0.5302082300186157, 0.4701249897480011, 0.30615726113319397]","[0.5688101053237915, 0.46938085556030273, 0.11666230112314224]","[0.5307208299636841, 0.4755457043647766, 0.28736111521720886]","[0.5670818090438843, 0.47640570998191833, 0.10939431190490723]","[0.514722466468811, 0.6409639120101929, 0.05758929252624512]","[0.5425678491592407, 0.642256498336792, -0.05772219970822334]","[0.520256757736206, 0.7645255923271179, 0.049910031259059906]","[0.5606561303138733, 0.7652114629745483, -0.025351468473672867]","[0.5180913209915161, 0.8879169225692749, 0.05873056501150131]","[0.5718783140182495, 0.8841515183448792, -0.009260155260562897]","[0.5129827260971069, 0.9061282277107239, 0.058592237532138824]","[0.5667701959609985, 0.9039125442504883, -0.00803201925009489]","[0.5308512449264526, 0.9014844298362732, 0.03027528151869774]","[0.5978901386260986, 0.9004213213920593, -0.03627760708332062]"
13.0,"[0.5427702069282532, 0.41829007863998413, -0.023617258295416832]","[0.5397032499313354, 0.406868040561676, -0.027076924219727516]","[0.5378072261810303, 0.40636172890663147, -0.02706400491297245]","[0.5352505445480347, 0.4057374596595764, -0.027065131813287735]","[0.5421473383903503, 0.4077867269515991, -0.039285387843847275]","[0.5422312021255493, 0.407272607088089, -0.03930212929844856]","[0.5427624583244324, 0.4068562686443329, -0.039327073842287064]","[0.5277191400527954, 0.4080904722213745, -0.018777471035718918]","[0.5376029014587402, 0.41033098101615906, -0.07257844507694244]","[0.5393432378768921, 0.42889896035194397, -0.014632515609264374]","[0.5413580536842346, 0.42829886078834534, -0.03051266446709633]","[0.4960818290710449, 0.46720588207244873, 0.05623789504170418]","[0.5605007410049438, 0.4675171971321106, -0.11013436317443848]","[0.49850988388061523, 0.5262695550918579, 0.1789940595626831]","[0.5812428593635559, 0.5288617014884949, -0.049362413585186005]","[0.5195449590682983, 0.47504568099975586, 0.3009719252586365]","[0.5757770538330078, 0.45860755443573, 0.0987088531255722]","[0.5219513177871704, 0.462536484003067, 0.3264012038707733]","[0.5771280527114868, 0.4551272690296173, 0.11211566627025604]","[0.5267984867095947, 0.45707830786705017, 0.32225266098976135]","[0.5684041380882263, 0.45060259103775024, 0.1094077080488205]","[0.5276793241500854, 0.46310850977897644, 0.302435964345932]","[0.5668371915817261, 0.45808812975883484, 0.10327786207199097]","[0.5148789286613464, 0.6411400437355042, 0.056844908744096756]","[0.5437403321266174, 0.6427031755447388, -0.056976329535245895]","[0.5200485587120056, 0.7652175426483154, 0.05813160538673401]","[0.5614016056060791, 0.764848530292511, -0.020728420466184616]","[0.5175676941871643, 0.8874275088310242, 0.07958313077688217]","[0.5775396227836609, 0.8834606409072876, 0.004241336137056351]","[0.5127355456352234, 0.9055414199829102, 0.0816953182220459]","[0.5733060836791992, 0.9029524922370911, 0.006713449954986572]","[0.530008852481842, 0.8995195031166077, 0.06662560999393463]","[0.5993131399154663, 0.896019697189331, -0.015327314846217632]"
14.0,"[0.5427728891372681, 0.4187738001346588, -0.012408794835209846]","[0.5397013425827026, 0.40703099966049194, -0.02124629355967045]","[0.5377998352050781, 0.40659579634666443, -0.02121247723698616]","[0.5352765321731567, 0.4059966206550598, -0.021210260689258575]","[0.5422805547714233, 0.4078827202320099, -0.03212627023458481]","[0.5425714254379272, 0.4074362516403198, -0.032127078622579575]","[0.5437049865722656, 0.4073675572872162, -0.032161347568035126]","[0.5276846885681152, 0.40861427783966064, -0.019983023405075073]","[0.5393524169921875, 0.41092318296432495, -0.07153944671154022]","[0.5393432378768921, 0.42930757999420166, -0.0092166094109416]","[0.5416694283485413, 0.42891448736190796, -0.02337556891143322]","[0.4962286353111267, 0.46727901697158813, 0.047333408147096634]","[0.5619263648986816, 0.46777108311653137, -0.1111791729927063]","[0.4981279969215393, 0.5259794592857361, 0.17485976219177246]","[0.5824623107910156, 0.5250092148780823, -0.05427711457014084]","[0.5205116271972656, 0.48094967007637024, 0.29566651582717896]","[0.5754640102386475, 0.45431503653526306, 0.0900132805109024]","[0.5226802825927734, 0.47039714455604553, 0.3209095597267151]","[0.576909065246582, 0.4477219581604004, 0.10144715011119843]","[0.5272881388664246, 0.4644288122653961, 0.3163038194179535]","[0.5683208703994751, 0.4429473876953125, 0.09868426620960236]","[0.528373658657074, 0.4696625769138336, 0.29717183113098145]","[0.5667921304702759, 0.45033368468284607, 0.09417019784450531]","[0.5149919390678406, 0.6412808895111084, 0.05643131583929062]","[0.5460024476051331, 0.6445797681808472, -0.056580401957035065]","[0.5195854902267456, 0.7660698294639587, 0.07566937804222107]","[0.5619586110115051, 0.765332818031311, 0.0026951883919537067]","[0.5170673131942749, 0.8873797059059143, 0.10093545913696289]","[0.5812793374061584, 0.8812076449394226, 0.04056356102228165]","[0.5103746652603149, 0.9057500958442688, 0.10381340980529785]","[0.5772587060928345, 0.9020357131958008, 0.04471101611852646]","[0.5262546539306641, 0.8980530500411987, 0.09109286218881607]","[0.6059657335281372, 0.8921560645103455, 0.026030603796243668]"
15.0,"[0.5432411432266235, 0.420358270406723, -0.02711382508277893]","[0.5401818752288818, 0.40806087851524353, -0.033316902816295624]","[0.5383180975914001, 0.40741902589797974, -0.03329762816429138]","[0.535957932472229, 0.40671026706695557, -0.03330402076244354]","[0.5432078838348389, 0.40946152806282043, -0.04552023857831955]","[0.5435837507247925, 0.4092874228954315, -0.045513104647397995]","[0.5444544553756714, 0.40924569964408875, -0.04552897438406944]","[0.5277036428451538, 0.40865904092788696, -0.030195806175470352]","[0.539702296257019, 0.4109737277030945, -0.08456135541200638]","[0.5400532484054565, 0.4299705922603607, -0.02012425661087036]","[0.5424517393112183, 0.43042832612991333, -0.03577779233455658]","[0.49532395601272583, 0.47622013092041016, 0.03759274259209633]","[0.5616398453712463, 0.4724278151988983, -0.11964412778615952]","[0.5000854134559631, 0.5200833678245544, 0.17235788702964783]","[0.5856360197067261, 0.5241739153862, -0.05950465798377991]","[0.5251984596252441, 0.4747623801231384, 0.28901422023773193]","[0.5753252506256104, 0.4536401927471161, 0.07064894586801529]","[0.5276917219161987, 0.4638848602771759, 0.3127703070640564]","[0.5804631114006042, 0.44661635160446167, 0.07925964891910553]","[0.5319737195968628, 0.4583122134208679, 0.306599885225296]","[0.5702296495437622, 0.4412839710712433, 0.07729314267635345]","[0.5329776406288147, 0.46364766359329224, 0.28964439034461975]","[0.5683435201644897, 0.44845807552337646, 0.0746898502111435]","[0.515336811542511, 0.6427657008171082, 0.055714745074510574]","[0.5485507249832153, 0.6469366550445557, -0.05588597059249878]","[0.519788384437561, 0.7669352889060974, 0.07970164716243744]","[0.5618388056755066, 0.7661886215209961, 0.01405965257436037]","[0.5164496302604675, 0.8874000906944275, 0.1202203780412674]","[0.5835087895393372, 0.8801912665367126, 0.07066462934017181]","[0.5111097097396851, 0.905524492263794, 0.12460068613290787]","[0.5808521509170532, 0.9014822840690613, 0.07665342092514038]","[0.5261605978012085, 0.8966116309165955, 0.10949324071407318]","[0.6069031953811646, 0.8904192447662354, 0.056477200239896774]"
16.0,"[0.5433682203292847, 0.424513041973114, -0.045946814119815826]","[0.5403928756713867, 0.4110439121723175, -0.048960424959659576]","[0.5385146737098694, 0.41012823581695557, -0.04895094782114029]","[0.5361955761909485, 0.4092942774295807, -0.048958487808704376]","[0.5438686609268188, 0.4132547378540039, -0.06324811279773712]","[0.5444512963294983, 0.41357237100601196, -0.06323616206645966]","[0.5453544855117798, 0.41385456919670105, -0.06323646754026413]","[0.5276237726211548, 0.41178664565086365, -0.03470104932785034]","[0.5392042398452759, 0.42348963022232056, -0.09699419885873795]","[0.5404061079025269, 0.4339955449104309, -0.03413980454206467]","[0.5429639220237732, 0.43526265025138855, -0.05236976593732834]","[0.4949823021888733, 0.47635242342948914, 0.03797469660639763]","[0.5613877177238464, 0.478157639503479, -0.12797431647777557]","[0.5039178133010864, 0.5194655060768127, 0.18447135388851166]","[0.5875798463821411, 0.5213543176651001, -0.08361990749835968]","[0.5275344252586365, 0.47558891773223877, 0.3071797490119934]","[0.5751475095748901, 0.44880521297454834, 0.03723273426294327]","[0.5297669172286987, 0.4645651876926422, 0.3330964744091034]","[0.5776913166046143, 0.4300204813480377, 0.04206085950136185]","[0.5335026979446411, 0.4595426619052887, 0.3270057439804077]","[0.5686976313591003, 0.4275026023387909, 0.03820551559329033]","[0.5344980955123901, 0.46487393975257874, 0.3080841600894928]","[0.5680697560310364, 0.43689167499542236, 0.040449388325214386]","[0.5158682465553284, 0.6435702443122864, 0.055567216128110886]","[0.549170196056366, 0.6473992466926575, -0.05574122071266174]","[0.52015221118927, 0.7667216062545776, 0.07597056031227112]","[0.5615864992141724, 0.7639505863189697, 0.013727734796702862]","[0.5172206163406372, 0.8870354890823364, 0.10762882232666016]","[0.5829864740371704, 0.8753722906112671, 0.07008855044841766]","[0.5119274258613586, 0.9052165746688843, 0.10961347818374634]","[0.5803138613700867, 0.8966605067253113, 0.07565578818321228]","[0.529007077217102, 0.8928347229957581, 0.0865437239408493]","[0.6063743829727173, 0.889089047908783, 0.05325732380151749]"
17.0,"[0.5409345626831055, 0.424559086561203, -0.023062247782945633]","[0.5383713841438293, 0.4112100899219513, -0.03611581027507782]","[0.535719633102417, 0.41020193696022034, -0.036096442490816116]","[0.5331858396530151, 0.40931251645088196, -0.03609517961740494]","[0.5418072938919067, 0.4132949411869049, -0.04734242707490921]","[0.5423365831375122, 0.4135842025279999, -0.04733593016862869]","[0.5430268049240112, 0.41385167837142944, -0.047371380031108856]","[0.5236377120018005, 0.4116451144218445, -0.03294955939054489]","[0.5389775037765503, 0.4228073060512543, -0.08848847448825836]","[0.5381225347518921, 0.4338122308254242, -0.023751424625515938]","[0.5401960015296936, 0.4352140724658966, -0.03879256546497345]","[0.4940509796142578, 0.47954365611076355, 0.03571578115224838]","[0.5608714818954468, 0.477302223443985, -0.12308494001626968]","[0.5056953430175781, 0.5192840695381165, 0.17165233194828033]","[0.5868245959281921, 0.5167042016983032, -0.07403045147657394]","[0.5299298167228699, 0.4684194028377533, 0.2783068120479584]","[0.5744861960411072, 0.44687092304229736, 0.061118293553590775]","[0.5320971012115479, 0.4548512399196625, 0.30143409967422485]","[0.5785292387008667, 0.4383520781993866, 0.06908051669597626]","[0.5364642143249512, 0.44971978664398193, 0.2963884174823761]","[0.5687292814254761, 0.4342437982559204, 0.06508542597293854]","[0.5373743176460266, 0.4557141065597534, 0.2790796160697937]","[0.5677181482315063, 0.4417363703250885, 0.06427902728319168]","[0.5163437128067017, 0.643586277961731, 0.055750440806150436]","[0.5486184358596802, 0.6463008522987366, -0.055910397320985794]","[0.5203867554664612, 0.7664859890937805, 0.07049871981143951]","[0.5615153312683105, 0.7630943655967712, -0.02347683534026146]","[0.517340362071991, 0.8874611258506775, 0.10319765657186508]","[0.5838976502418518, 0.8754504323005676, -0.006745879538357258]","[0.5125762224197388, 0.9055857062339783, 0.10584155470132828]","[0.5782228708267212, 0.8970832824707031, -0.006259148474782705]","[0.5295096039772034, 0.8934170603752136, 0.08031460642814636]","[0.6068986654281616, 0.889894425868988, -0.04190155118703842]"
18.0,"[0.5393742918968201, 0.42498579621315, -0.09737394750118256]","[0.5373172163963318, 0.4118046164512634, -0.09035979211330414]","[0.5354174375534058, 0.4107711911201477, -0.09037025272846222]","[0.5333423614501953, 0.40979620814323425, -0.090416319668293]","[0.5392030477523804, 0.4135809540748596, -0.1052236557006836]","[0.5386844873428345, 0.4137854278087616, -0.10523541271686554]","[0.5386048555374146, 0.41396036744117737, -0.10525111109018326]","[0.5237358808517456, 0.4116578698158264, -0.03620738536119461]","[0.5297342538833618, 0.42423805594444275, -0.1006697416305542]","[0.5371606349945068, 0.4339725077152252, -0.07230083644390106]","[0.5378661155700684, 0.4351402223110199, -0.09141170978546143]","[0.49491992592811584, 0.477512389421463, 0.051704324781894684]","[0.5486595630645752, 0.47716692090034485, -0.120602548122406]","[0.5196489095687866, 0.5145977139472961, 0.18375207483768463]","[0.583778440952301, 0.5044606328010559, -0.06830012053251266]","[0.5425865650177002, 0.44672438502311707, 0.28284862637519836]","[0.5681860446929932, 0.43290024995803833, 0.0682801604270935]","[0.5454545021057129, 0.4291457533836365, 0.30359703302383423]","[0.5767144560813904, 0.41309064626693726, 0.07368291914463043]","[0.5489591360092163, 0.4247598350048065, 0.29727354645729065]","[0.5623142123222351, 0.4123668968677521, 0.06734345853328705]","[0.548797070980072, 0.432117760181427, 0.28185737133026123]","[0.5651915073394775, 0.4200744032859802, 0.07009831815958023]","[0.520256757736206, 0.6443758606910706, 0.05627305060625076]","[0.5446166396141052, 0.6462582349777222, -0.05637699365615845]","[0.5365399122238159, 0.7650591731071472, 0.041291333734989166]","[0.5505396127700806, 0.7645095586776733, -0.03910987824201584]","[0.541414201259613, 0.8871860504150391, 0.10929681360721588]","[0.5539416074752808, 0.8755584955215454, 0.004341272637248039]","[0.5370059609413147, 0.9035493731498718, 0.11445023864507675]","[0.5506538152694702, 0.8962410688400269, 0.008359844796359539]","[0.56760174036026, 0.8941764235496521, 0.0771859809756279]","[0.5732208490371704, 0.8984816670417786, -0.0307866632938385]"
19.0,"[0.5393880605697632, 0.4250733554363251, -0.1179443970322609]","[0.537635862827301, 0.4118259847164154, -0.10322394222021103]","[0.5370521545410156, 0.41079530119895935, -0.10327396541833878]","[0.5368481874465942, 0.4098135828971863, -0.10333695262670517]","[0.5384029150009155, 0.4135791063308716, -0.1211150661110878]","[0.5369471311569214, 0.4137760400772095, -0.12114695459604263]","[0.5358276963233948, 0.4139329791069031, -0.12118940055370331]","[0.5287524461746216, 0.41130298376083374, -0.022683199495077133]","[0.5256487727165222, 0.41982153058052063, -0.09677416831254959]","[0.5372028946876526, 0.43419551849365234, -0.08188522607088089]","[0.5369292497634888, 0.43519267439842224, -0.10499842464923859]","[0.5189141631126404, 0.47797346115112305, 0.08838336169719696]","[0.5300770998001099, 0.47450482845306396, -0.12016923725605011]","[0.5439887046813965, 0.5150682330131531, 0.15785634517669678]","[0.5807479619979858, 0.5022652745246887, -0.07354549318552017]","[0.5541781187057495, 0.44311973452568054, 0.15566697716712952]","[0.5660626888275146, 0.4303555488586426, 0.06472089141607285]","[0.5547797679901123, 0.42582494020462036, 0.15586960315704346]","[0.569413423538208, 0.4084196090698242, 0.06049277260899544]","[0.5579781532287598, 0.4207020103931427, 0.15385738015174866]","[0.5601858496665955, 0.4080391526222229, 0.048036955296993256]","[0.5568580627441406, 0.428005576133728, 0.15240119397640228]","[0.5603587627410889, 0.4169517457485199, 0.06100235506892204]","[0.5347226858139038, 0.6464491486549377, 0.06335736811161041]","[0.5354174971580505, 0.646192729473114, -0.06338378041982651]","[0.5564613342285156, 0.7635294198989868, 0.045613713562488556]","[0.5295209288597107, 0.7645650506019592, -0.05442831665277481]","[0.5739506483078003, 0.8803107142448425, 0.14897795021533966]","[0.5228613018989563, 0.8808456063270569, 0.030110040679574013]","[0.5637274980545044, 0.8982740044593811, 0.15480534732341766]","[0.5213326215744019, 0.8967878818511963, 0.03540760278701782]","[0.602666437625885, 0.8906492590904236, 0.09590257704257965]","[0.5418404340744019, 0.9012133479118347, -0.034480154514312744]"
20.0,"[0.5389926433563232, 0.4263562560081482, -0.12989778816699982]","[0.5379951596260071, 0.41265591979026794, -0.11267157644033432]","[0.5386565923690796, 0.4115750193595886, -0.11272376775741577]","[0.5396831035614014, 0.4105241596698761, -0.11278434097766876]","[0.5371407270431519, 0.4142442047595978, -0.13164854049682617]","[0.5349291563034058, 0.4143132269382477, -0.13167724013328552]","[0.5329459309577942, 0.4143553376197815, -0.1317264437675476]","[0.5329095125198364, 0.4111398160457611, -0.017784064635634422]","[0.5221505761146545, 0.4183559715747833, -0.09921690076589584]","[0.537294328212738, 0.4358983635902405, -0.09009779989719391]","[0.5350514650344849, 0.4364117383956909, -0.11482252180576324]","[0.5273468494415283, 0.4778085947036743, 0.09361553192138672]","[0.5178114175796509, 0.4718669652938843, -0.11885727941989899]","[0.5511125922203064, 0.5067353844642639, 0.14664705097675323]","[0.5703112483024597, 0.499540776014328, -0.07745243608951569]","[0.5550400018692017, 0.4317447543144226, 0.12934201955795288]","[0.5628546476364136, 0.42328503727912903, 0.0603102445602417]","[0.5548152327537537, 0.41332584619522095, 0.12620112299919128]","[0.5639959573745728, 0.4052561819553375, 0.05542469769716263]","[0.5568971633911133, 0.4085637629032135, 0.12517394125461578]","[0.5574074387550354, 0.40531349182128906, 0.04340973123908043]","[0.5555688142776489, 0.4164370596408844, 0.1258368194103241]","[0.5571720004081726, 0.41226786375045776, 0.05614358186721802]","[0.5402762293815613, 0.6470248103141785, 0.06563866883516312]","[0.530786395072937, 0.6462716460227966, -0.06564118713140488]","[0.5598453283309937, 0.761727511882782, 0.047080427408218384]","[0.527299702167511, 0.7645158767700195, -0.06058738753199577]","[0.5792780518531799, 0.8705580234527588, 0.14584872126579285]","[0.520160436630249, 0.8814756274223328, 0.030737940222024918]","[0.5682761669158936, 0.8952685594558716, 0.1507701426744461]","[0.5174773931503296, 0.8967822194099426, 0.03552322834730148]","[0.6069871187210083, 0.8887984752655029, 0.08802950382232666]","[0.5397374629974365, 0.9027119278907776, -0.04662465304136276]"
21.0,"[0.5390063524246216, 0.4324837625026703, -0.1342228204011917]","[0.5388752222061157, 0.4172152578830719, -0.11471964418888092]","[0.5400799512863159, 0.4157394766807556, -0.11475489288568497]","[0.5412868857383728, 0.4141659438610077, -0.11481686681509018]","[0.5368154644966125, 0.4192134439945221, -0.13527528941631317]","[0.534393846988678, 0.4189225733280182, -0.13530153036117554]","[0.531673789024353, 0.4190267026424408, -0.13532118499279022]","[0.5327533483505249, 0.4115718901157379, -0.013648590072989464]","[0.5193535089492798, 0.4203038215637207, -0.10283514112234116]","[0.5373648405075073, 0.4439714252948761, -0.09284695237874985]","[0.533717155456543, 0.44415491819381714, -0.11957621574401855]","[0.5229967832565308, 0.47977665066719055, 0.10855810344219208]","[0.5216174721717834, 0.4721786379814148, -0.12266306579113007]","[0.543434202671051, 0.49836912751197815, 0.20046308636665344]","[0.5695626735687256, 0.4834844470024109, -0.08652363717556]","[0.5533493757247925, 0.4309048652648926, 0.17109934985637665]","[0.5635343194007874, 0.42187991738319397, 0.060604702681303024]","[0.5541492104530334, 0.4157858192920685, 0.17708685994148254]","[0.5655337572097778, 0.4070306122303009, 0.06076320260763168]","[0.5550580024719238, 0.41192975640296936, 0.17780789732933044]","[0.5597875714302063, 0.40784645080566406, 0.047327641397714615]","[0.5540241003036499, 0.41898080706596375, 0.13219621777534485]","[0.5590482950210571, 0.41413238644599915, 0.05956896394491196]","[0.5398222208023071, 0.6514778137207031, 0.06983807682991028]","[0.5314821004867554, 0.6480981111526489, -0.06986410915851593]","[0.5595945119857788, 0.7615146040916443, 0.04962319880723953]","[0.5264840722084045, 0.7647770643234253, -0.06576793640851974]","[0.5794907808303833, 0.8712261319160461, 0.13053931295871735]","[0.5211993455886841, 0.8820590972900391, 0.010811828076839447]","[0.5695223212242126, 0.8958577513694763, 0.13417315483093262]","[0.518185555934906, 0.8971440196037292, 0.01412579882889986]","[0.6061086058616638, 0.8896662592887878, 0.07716338336467743]","[0.542258620262146, 0.9026287198066711, -0.061449676752090454]"
22.0,"[0.5384219884872437, 0.43420442938804626, -0.10511525720357895]","[0.5387810468673706, 0.4190886914730072, -0.08066174387931824]","[0.5399048328399658, 0.41745710372924805, -0.08058428019285202]","[0.5412033796310425, 0.4156951904296875, -0.08059392869472504]","[0.5367386937141418, 0.4208402931690216, -0.10638388246297836]","[0.5347631573677063, 0.42047983407974243, -0.10635105520486832]","[0.532686710357666, 0.42026880383491516, -0.10627640783786774]","[0.5296564698219299, 0.4118436276912689, -0.002929053734987974]","[0.5220755934715271, 0.426797091960907, -0.09224294871091843]","[0.5366748571395874, 0.4456051290035248, -0.062357865273952484]","[0.533240795135498, 0.4456844925880432, -0.09570042788982391]","[0.5022780895233154, 0.47859087586402893, 0.09829019010066986]","[0.5229043960571289, 0.4732597768306732, -0.12157140672206879]","[0.5158919095993042, 0.5027961730957031, 0.2510344386100769]","[0.5710957050323486, 0.4920746386051178, -0.09067712724208832]","[0.5511609315872192, 0.4379480183124542, 0.3756239414215088]","[0.5640929937362671, 0.43020161986351013, 0.047130558639764786]","[0.5489333868026733, 0.4206457734107971, 0.4024662375450134]","[0.5665825605392456, 0.41604140400886536, 0.05306357890367508]","[0.5508844256401062, 0.4173889756202698, 0.3939860165119171]","[0.5594538450241089, 0.41593870520591736, 0.04494334012269974]","[0.5504451990127563, 0.42361006140708923, 0.3730156123638153]","[0.558540940284729, 0.4227444529533386, 0.0492665097117424]","[0.5289514064788818, 0.6544574499130249, 0.0676104724407196]","[0.5358768105506897, 0.6484289169311523, -0.06767803430557251]","[0.5388860702514648, 0.7616374492645264, 0.04502522200345993]","[0.5496014356613159, 0.7647968530654907, -0.039566587656736374]","[0.534541130065918, 0.8766991496086121, 0.07388649880886078]","[0.5547150373458862, 0.8783330917358398, 0.008956783451139927]","[0.5392996668815613, 0.8962940573692322, 0.0747910812497139]","[0.5516930222511292, 0.8963116407394409, 0.011717804707586765]","[0.5725432634353638, 0.890295684337616, 0.04261230677366257]","[0.5756539702415466, 0.8985463380813599, -0.04026669263839722]"
